geneName	name	chrom	strand	txStart	txEnd	txSize	cdsStart	cdsEnd	cdsSize
594	HCG8	chr6_qbl_hap6	-	1272780	1274624	1844	1274624	1274624	0
1431	LAMTOR5-AS1	chr1	+	110950430	110958896	8466	110958896	110958896	0
1240	LINC00911	chr14	+	85860258	85886418	26160	85886418	85886418	0
1240	LINC00911	chr14	+	85860222	85886418	26196	85886418	85886418	0
1626	DBH-AS1	chr9	-	136519708	136522530	2822	136522530	136522530	0
166	STPG2-AS1	chr4	+	98288076	98411315	123239	98411315	98411315	0
74	HCG8	chr6_ssto_hap7	-	1309205	1311046	1841	1311046	1311046	0
1049	LAMA5-AS1	chr20	+	60928065	60931534	3469	60931534	60931534	0
609	C4B_2	chr6_dbb_hap3	+	3235414	3256040	20626	3235465	3255899	20434
1361	MIR7705	chr8	-	101715195	101715252	57	101715252	101715252	0
14	FLJ32255	chr5	-	42985500	42993435	7935	42993435	42993435	0
859	LOC101928564	chrX	+	36011397	36019767	8370	36019767	36019767	0
197	GARNL3	chr9	+	130026755	130155828	129073	130155828	130155828	0
1658	EHMT1-IT1	chr9	+	140657473	140659224	1751	140659224	140659224	0
590	LINC00115	chr1	-	761585	762902	1317	762902	762902	0
1151	STOML1	chr15	-	74275558	74286963	11405	74276277	74281577	5300
1721	LINC00850	chrX	+	148958632	149008599	49967	149008599	149008599	0
626	LOC101929207	chr20	-	5488520	5490648	2128	5490648	5490648	0
1359	LOC102606465	chr1	+	101491401	101552935	61534	101552935	101552935	0
952	UPP1	chr7	+	48128736	48148330	19594	48134399	48147954	13555
1455	MIR7702	chr9	-	114033435	114033494	59	114033494	114033494	0
1610	C5orf66-AS1	chr5	-	134374520	134375737	1217	134375737	134375737	0
75	CD81-AS1	chr11	-	2349978	2399222	49244	2399222	2399222	0
1605	LOC102546229	chr5	-	133764741	133770738	5997	133770738	133770738	0
1543	LOC101927488	chr5	-	125608209	125620867	12658	125620867	125620867	0
1528	PHF19	chr9	-	123617928	123631189	13261	123631189	123631189	0
130	BCL11A	chr2	-	60678301	60780633	102332	60679709	60780405	100696
1178	RBFADN	chr18	+	77827255	77839206	11951	77839206	77839206	0
595	HCG8	chr6_mcf_hap5	-	1361741	1363582	1841	1363582	1363582	0
864	C11orf74	chr11	+	36616042	36680841	64799	36680841	36680841	0
1802	C4orf46	chr4	-	159587826	159593407	5581	159593407	159593407	0
628	LONP1	chr19	-	5691844	5720176	28332	5720176	5720176	0
763	IPO5P1	chr19	-	23437855	23457053	19198	23457053	23457053	0
695	SLC6A6	chr3	+	14444075	14530857	86782	14530857	14530857	0
127	LOC101928569	chr5	-	57403458	57418168	14710	57418168	57418168	0
1879	LINC01187	chr5	-	169618650	169626145	7495	169626145	169626145	0
1019	LOC101928505	chr5	+	56946486	56966816	20330	56966816	56966816	0
92	LOC101927797	chr21	-	19933582	20132130	198548	20132130	20132130	0
1656	LOC101926905	chr5	-	140425789	140457609	31820	140457609	140457609	0
937	LINC01424	chr21	+	46222155	46224631	2476	46224631	46224631	0
996	LOC102467080	chr5	-	53955986	53999152	43166	53999152	53999152	0
124	LOC102467080	chr5	-	53955986	54040086	84100	54040086	54040086	0
1100	LOC100505942	chr16	-	67551608	67562648	11040	67562648	67562648	0
1489	LOC101928775	chr9	-	118501948	118506518	4570	118506518	118506518	0
968	LOC100287592	chr5	-	50265050	50266021	971	50266021	50266021	0
913	LOC648987	chr5	-	43014830	43067541	52711	43067541	43067541	0
758	ETNK1	chr12	+	22778075	22797349	19274	22778097	22797238	19141
1120	SRSF5	chr14	+	70233828	70238722	4894	70234873	70238178	3305
828	C4B_2	chr6	+	31949833	31970458	20625	31949884	31970317	20433
924	TCEB3CL	chr18	-	44548657	44550298	1641	44548657	44550298	1641
924	TCEB3CL	chr18	-	44542730	44544371	1641	44542730	44544371	1641
601	LOC388780	chr20	+	2187573	2193797	6224	2187790	2193566	5776
829	C4B_2	chr6	+	31982571	32003195	20624	31982622	32003054	20432
860	LOC101928618	chr7	+	36134919	36140262	5343	36140262	36140262	0
983	SPACA6P-AS	chr19	-	52188615	52196709	8094	52196709	52196709	0
1050	PGA3	chr11	+	60970966	60980350	9384	60971036	60980174	9138
141	TJP2	chr9	+	71820077	71870124	50047	71820077	71869290	49213
27	C3orf55	chr3	+	157261132	157319021	57889	157271046	157318170	47124
1422	KIAA1324	chr1	+	109729170	109749403	20233	109730265	109745634	15369
1315	FGD3	chr9	+	95726242	95798518	72276	95738538	95797871	59333
1595	LINC01087	chr2	+	132394597	132407188	12591	132407188	132407188	0
760	DDX53	chrX	+	23018077	23020206	2129	23018174	23020070	1896
106	EPB41L1	chr20	+	34679425	34820721	141296	34763481	34817262	53781
913	LOC648987	chr5	-	43014830	43019745	4915	43019745	43019745	0
217	DCLK2	chr4	+	150999425	151178608	179183	151000179	151177399	177220
141	LRRC20	chr10	-	72058725	72136535	77810	72061109	72136289	75180
675	LPIN1	chr2	+	11864459	11924431	59972	11881545	11924052	42507
2327	GUK1	chr1	+	228327928	228336655	8727	228328003	228336553	8550
84	LPIN1	chr2	+	11864459	11967533	103074	11881545	11964917	83372
141	LRRC20	chr10	-	72058725	72142406	83681	72061109	72100333	39224
902	ETV4	chr17	-	41605210	41623800	18590	41605886	41622678	16792
150	GTF2A1	chr14	-	81641795	81687575	45780	81646566	81682771	36205
634	ARFIP2	chr11	-	6495912	6502709	6797	6498342	6501261	2919
117	C11orf49	chr11	+	46958239	47183798	225559	46958280	47183189	224909
2131	CDK15	chr2	+	202671301	202760273	88972	202671387	202755617	84230
153	PRKACB	chr1	+	84630064	84704181	74117	84630095	84700988	70893
84	LPIN1	chr2	+	11817704	11967533	149829	11817773	11964917	147144
189	SNX2	chr5	+	122110690	122170234	59544	122135511	122165343	29832
1074	TMEM5	chr12	+	64173905	64203338	29433	64199050	64202872	3822
728	PTPN5	chr11	-	18749474	18814268	64794	18750480	18793505	43025
650	LMCD1	chr3	+	8543492	8592961	49469	8543624	8591580	47956
650	LMCD1	chr3	+	8543492	8609811	66319	8574460	8609284	34824
650	LMCD1	chr3	+	8543492	8609811	66319	8578958	8609284	30326
110	DMC1	chr22	-	38914953	38964414	49461	38916024	38964261	48237
1471	POLE3	chr9	-	116169518	116173029	3511	116171090	116172573	1483
1428	EBAG9	chr8	+	110551928	110578225	26297	110563053	110576788	13735
12	CLIP4	chr2	+	29320541	29397581	77040	29344254	29397315	53061
847	LINC00945	chr21	+	34430134	34437385	7251	34437385	34437385	0
1002	LILRB2	chr19	-	54777674	54784483	6809	54784483	54784483	0
932	CLASRP	chr19	+	45542297	45574214	31917	45574214	45574214	0
218	FLG-AS1	chr1	+	152285934	152339168	53234	152339168	152339168	0
2415	CHRM3-AS2	chr1	-	239870425	239882419	11994	239882419	239882419	0
159	CDK14	chr7	+	90225675	90839905	614230	90225941	90747495	521554
1377	NOLC1	chr10	+	103911932	103923628	11696	103912167	103922026	9859
84	VGLL4	chr3	-	11597540	11762242	164702	11600029	11712814	112785
1357	LINC01007	chr7	-	101206034	101212286	6252	101212286	101212286	0
1357	LINC01007	chr7	-	101208586	101212286	3700	101212286	101212286	0
105	PTENP1-AS	chr9	+	33677265	33688008	10743	33688008	33688008	0
17	GRB2	chr17	-	73314156	73401790	87634	73316448	73389709	73261
991	IQSEC2	chrX	-	53295505	53310796	15291	53296146	53310703	14557
630	RANBP6	chr9	-	6011018	6015640	4622	6014285	6015607	1322
972	USP50	chr15	-	50792758	50838902	46144	50792965	50838722	45757
665	KEAP1	chr19	-	10596795	10614054	17259	10597327	10610709	13382
87	ANKRD30B	chr18	+	14748238	14852737	104499	14748418	14852479	104061
75	PDPK1	chr16	+	2587964	2653191	65227	2588113	2647673	59560
182	LOC101927100	chr5	+	114937851	114956116	18265	114956116	114956116	0
1835	LOC102546299	chr5	+	163897284	163969989	72705	163969989	163969989	0
634	PLEKHG5	chr1	-	6526151	6545529	19378	6527622	6545503	17881
277	PROX1	chr1	+	214161277	214214847	53570	214169878	214209177	39299
653	CARHSP1	chr16	-	8946798	8955667	8869	8949020	8953185	4165
653	CARHSP1	chr16	-	8946798	8961285	14487	8949020	8953185	4165
653	CARHSP1	chr16	-	8946798	8962218	15420	8949020	8953185	4165
247	PDE1A	chr2	-	183004761	183387572	382811	183011805	183387366	375561
225	WTAP	chr6	+	160148531	160177352	28821	160157297	160176643	19346
215	ZNF862	chr7	+	149535508	149564568	29060	149535700	149561373	25673
120	NFATC2	chr20	-	50003493	50159258	155765	50007932	50140122	132190
120	NFATC2	chr20	-	50003493	50159258	155765	50015223	50140122	124899
969	HYAL1	chr3	-	50337319	50341032	3713	50337913	50339841	1928
250	ACSL1	chr4	-	185676748	185733413	56665	185678278	185724668	46390
842	ELP2	chr18	+	33709836	33754684	44848	33709896	33754604	44708
204	CREB3L2	chr7	-	137559724	137686847	127123	137565221	137686451	121230
885	CCER2	chr19	-	39399619	39402798	3179	39399875	39402798	2923
885	KRTAP9-7	chr17	+	39431949	39432459	510	39431949	39432459	510
179	CARKD	chr13	+	111267806	111292342	24536	111267948	111290875	22927
1031	GLYAT	chr11	-	58476229	58499447	23218	58477238	58491969	14731
1150	STAMBP	chr2	+	74056042	74094295	38253	74057983	74089386	31403
709	ZBTB17	chr1	-	16268363	16302627	34264	16268463	16273555	5092
117	LOC101805491	chr2	+	46656328	46668972	12644	46668972	46668972	0
146	ATP7A	chrX	+	77166152	77305892	139740	77305892	77305892	0
1494	MIR6756	chr11	-	119183659	119183722	63	119183722	119183722	0
1241	MIR6755	chr11	+	85989374	85989440	66	85989440	85989440	0
1128	MIR6754	chr11	+	71184548	71184614	66	71184614	71184614	0
724	MIR6778	chr17	-	18244127	18244200	73	18244200	18244200	0
720	MIR6777	chr17	-	17716793	17716859	66	17716859	17716859	0
604	MIR6776	chr17	-	2596154	2596213	59	2596213	2596213	0
907	MIR6782	chr17	-	42285138	42285207	69	42285207	42285207	0
643	MIR6792	chr19	+	7682324	7682391	67	7682391	7682391	0
633	MIR6790	chr19	-	6392931	6392994	63	6392994	6392994	0
602	MIR6789	chr19	-	2235827	2235925	98	2235925	2235925	0
1196	MIR6787	chr17	+	80194543	80194604	61	80194604	80194604	0
1192	MIR6786	chr17	+	79660786	79660899	113	79660899	79660899	0
1145	MIR6785	chr17	+	73494628	73494709	81	73494709	73494709	0
89	PEMT	chr17	-	17408876	17495017	86141	17409147	17494940	85793
704	MIR6506	chr16	-	15704886	15704952	66	15704952	15704952	0
955	MIR6505	chr12	+	48526579	48526650	71	48526650	48526650	0
1207	MIR6504	chr16	+	81644952	81645013	61	81645013	81645013	0
748	MIR6717	chr14	-	21491472	21491545	73	21491545	21491545	0
1489	MIR6716	chr11	+	118514717	118514797	80	118514797	118514797	0
1455	MIR6715B	chr10	-	114059369	114059446	77	114059446	114059446	0
1455	MIR6715A	chr10	+	114059369	114059448	79	114059448	114059448	0
1062	MIR6514	chr11	-	62560173	62560243	70	62560243	62560243	0
684	MIR6515	chr19	+	13051297	13051354	57	13051354	13051354	0
2256	MIR6513	chr2	-	219144847	219144911	64	219144911	219144911	0
1944	MIR6512	chr2	-	178178533	178178610	77	178178610	178178610	0
887	MIR6510	chr17	-	39673415	39673469	54	39673469	39673469	0
1614	MIR6509	chr7	-	134891746	134891830	84	134891830	134891830	0
896	MIR6508	chr21	+	40818935	40818995	60	40818995	40818995	0
594	HCG8	chr6_mann_hap4	-	1278451	1280292	1841	1280292	1280292	0
1908	PDK1	chr2	+	173420696	173463862	43166	173463862	173463862	0
1102	FAM27E3	chr9	-	67784943	67786625	1682	67786625	67786625	0
1022	SDR16C6P	chr8	-	57287276	57303269	15993	57303269	57303269	0
896	MIR6780A	chr17	-	40860101	40860169	68	40860169	40860169	0
867	MIR6779	chr17	+	37071231	37071295	64	37071295	37071295	0
594	HCG8	chr6_dbb_hap3	-	1273220	1275061	1841	1275061	1275061	0
137	LOC101928122	chr17	+	67590127	67899141	309014	67899141	67899141	0
9	IL5RA	chr3	-	3108007	3152058	44051	3111949	3146668	34719
595	PPP1R11	chr6_mcf_hap5	+	1416829	1420006	3177	1417085	1418981	1896
1227	TAF1C	chr16	-	84211452	84220676	9224	84212546	84214948	2402
733	LINC00408	chr13	+	19479578	19500881	21303	19500881	19500881	0
1102	MIR6753	chr11	+	67812260	67812424	164	67812424	67812424	0
2310	MIR6741	chr1	-	226109779	226109842	63	226109842	226109842	0
1080	MIR6751	chr11	-	64897387	64897450	63	64897450	64897450	0
1098	MIR6752	chr11	+	67257715	67257786	71	67257786	67257786	0
2125	MIR6740	chr1	+	201972251	201972364	113	201972364	201972364	0
1078	MIR6750	chr11	-	64665834	64665909	75	64665909	64665909	0
1078	MIR6749	chr11	-	64669858	64669927	69	64669927	64669927	0
2124	MIR6739	chr1	+	201832500	201832575	75	201832575	201832575	0
1062	MIR6748	chr11	+	62557286	62557357	71	62557357	62557357	0
1774	MIR6738	chr1	-	155921063	155921127	64	155921127	155921127	0
1060	MIR6747	chr11	-	62334482	62334543	61	62334543	62334543	0
1759	MIR6737	chr1	-	153934826	153934896	70	153934896	153934896	0
1055	MIR6746	chr11	-	61645687	61645750	63	61645750	61645750	0
1695	MIR6736	chr1	+	145584422	145584481	59	145584481	145584481	0
945	MIR6745	chr11	-	47201161	47201288	127	47201288	47201288	0
920	MIR6735	chr1	+	43914209	43914282	73	43914282	43914282	0
594	MIR6744	chr11	+	1277834	1277900	66	1277900	1277900	0
919	MIR6734	chr1	-	43830318	43830386	68	43830386	43830386	0
586	MIR6743	chr11	+	209335	209406	71	209406	209406	0
917	MIR6733	chr1	-	43637322	43637383	61	43637383	43637383	0
777	MIR6731	chr1	-	25245835	25245907	72	25245907	25245907	0
874	MIR6732	chr1	+	37945830	37945890	60	37945890	37945890	0
2328	MIR6742	chr1	-	228584748	228584810	62	228584810	228584810	0
677	MIR6729	chr1	+	12089214	12089279	65	12089279	12089279	0
653	MIR6728	chr1	-	8926560	8926649	89	8926649	8926649	0
594	MIR6727	chr1	-	1247881	1247946	65	1247946	1247946	0
594	MIR6726	chr1	-	1231489	1231550	61	1231550	1231550	0
1691	MIR892C	chrX	-	145074267	145074344	77	145074344	145074344	0
589	MIR6723	chr1	-	567704	567793	89	567793	567793	0
830	MIR6721	chr6	-	32137806	32137893	87	32137893	32137893	0
611	MIR6721	chr6_apd_hap1	-	3452547	3452634	87	3452634	3452634	0
896	COL9A2	chr1	-	40766162	40782939	16777	40766853	40782869	16016
135	AK4	chr1	+	65613231	65697828	84597	65614090	65691860	77770
981	CEACAM18	chr19	+	51981896	51993859	11963	51981896	51993859	11963
1021	AASDH	chr4	-	57204450	57253674	49224	57204567	57219690	15123
117	SLC38A1	chr12	-	46576839	46663208	86369	46582752	46633583	50831
10	FBXL7	chr5	+	15501546	15939905	438359	15928012	15937295	9283
855	CREM	chr10	+	35484054	35499678	15624	35484117	35498285	14168
792	TTTY4B	chrY	-	27209229	27246039	36810	27246039	27246039	0
776	TTTY4C	chrY	+	25082601	25119431	36830	25119431	25119431	0
98	TTTY4C	chrY	+	26716348	26753172	36824	26753172	26753172	0
613	TJP3	chr19	+	3708334	3750811	42477	3728430	3750682	22252
587	PDCD6	chr5	+	271735	315089	43354	271835	314533	42698
1611	LOC100506790	chrX	+	134530353	134531672	1319	134531672	134531672	0
248	TSEN15	chr1	+	184020810	184043344	22534	184020889	184041997	21108
1381	C14orf2	chr14	-	104378624	104387903	9279	104379002	104387327	8325
1077	RASGRP2	chr11	-	64494382	64511630	17248	64494773	64510338	15565
1097	RAD9A	chr11	+	67160775	67165883	5108	67160960	67165030	4070
1431	ALG13	chrX	+	110924397	111003875	79478	110925453	111003227	77774
762	ZNF730	chr19	+	23299776	23330014	30238	23299975	23329358	29383
2	DBT	chr1	-	100652477	100715409	62932	100661810	100715376	53566
26	AIG1	chr6	+	143380499	143661480	280981	143382092	143660813	278721
2448	ZBTB18	chr1	+	244212240	244220780	8540	244217103	244218672	1569
145	CAPS2	chr12	-	75670999	75784702	113703	75672669	75706647	33978
1162	CAPS2	chr12	-	75669758	75723836	54078	75670022	75720299	50277
707	FBLIM1	chr1	+	16085254	16113084	27830	16091478	16111156	19678
207	CACNA1B	chr9	+	140772240	141019076	246836	140772385	141016451	244066
1260	ZFPM1	chr16	+	88520013	88601574	81561	88520046	88601387	81341
114	THADA	chr2	-	43457974	43823185	365211	43458086	43819531	361445
774	MIR6841	chr8	-	24811309	24811381	72	24811381	24811381	0
607	MIR6832	chr6_ssto_hap7	+	2932365	2932437	72	2932437	2932437	0
607	MIR6832	chr6_qbl_hap6	+	2895200	2895272	72	2895272	2895272	0
607	MIR6832	chr6_mcf_hap5	+	2981251	2981323	72	2981323	2981323	0
826	MIR6832	chr6	+	31601563	31601635	72	31601635	31601635	0
608	MIR6832	chr6_cox_hap2	+	3111179	3111251	72	3111251	3111251	0
607	MIR6832	chr6_dbb_hap3	+	2887135	2887207	72	2887207	2887207	0
607	MIR6832	chr6_mann_hap4	+	2944447	2944519	72	2944519	2944519	0
678	MIR7846	chr1	+	12226999	12227095	96	12227095	12227095	0
1588	MIR6830	chr5	-	131553541	131553611	70	131553611	131553611	0
1883	MIR6828	chr3	+	170140890	170140950	60	170140950	170140950	0
1569	MIR6826	chr3	+	128990988	128991086	98	128991086	128991086	0
1556	MIR6825	chr3	-	127294108	127294174	66	127294174	127294174	0
969	MIR6821	chr22	+	50356513	50356587	74	50356587	50356587	0
877	MIR6820	chr22	+	38363569	38363631	62	38363631	38363631	0
1494	C1QTNF5	chr11	-	119209643	119211593	1950	119210040	119211107	1067
1605	ZNF891	chr12	-	133696554	133707059	10505	133696869	133698504	1635
1445	SHOC2	chr10	+	112723882	112773425	49543	112724116	112771576	47460
628	HSD11B1L	chr19	+	5680775	5688534	7759	5684043	5687956	3913
126	CLOCK	chr4	-	56294067	56412099	118032	56301581	56348952	47371
907	SREBF2	chr22	+	42229082	42303312	74230	42303312	42303312	0
859	LOC100506406	chr5	+	35938902	35940093	1191	35940093	35940093	0
683	MIR6794	chr19	+	12963073	12963141	68	12963141	12963141	0
668	MIR6793	chr19	+	10939648	10939711	63	10939711	10939711	0
636	MIR6791	chr19	-	6736722	6736789	67	6736789	6736789	0
1020	RAB23	chr6	-	57051790	57087112	35322	57087112	57087112	0
969	MIR6800	chr19	+	50335274	50335356	82	50335356	50335356	0
816	MIR6818	chr22	+	30403037	30403102	65	30403102	30403102	0
782	MIR6817	chr22	+	25851612	25851678	66	25851678	25851678	0
738	MIR6816	chr22	-	20102208	20102274	66	20102274	20102274	0
942	MIR6815	chr21	+	46898179	46898240	61	46898240	46898240	0
772	MIR7703	chr14	-	24612697	24612774	77	24612774	24612774	0
896	MIR6796	chr19	+	40875752	40875814	62	40875814	40875814	0
701	MIR6795	chr19	-	15290093	15290161	68	15290161	15290161	0
968	MIR6799	chr19	+	50295122	50295191	69	50295191	50295191	0
962	MIR6798	chr19	+	49513162	49513229	67	49513229	49513229	0
908	MIR6797	chr19	+	42373696	42373768	72	42373768	42373768	0
1010	MIR6803	chr19	-	55756553	55756618	65	55756618	55756618	0
1035	MIR6807	chr19	+	59061651	59061743	92	59061743	59061743	0
1033	MIR6806	chr19	+	58846053	58846117	64	58846117	58846117	0
657	LOC100506022	chr1	-	9485152	9489055	3903	9489055	9489055	0
1870	CTB-174D11.1	chr5	+	168440231	168465003	24772	168465003	168465003	0
793	MIR6842	chr8	+	27290886	27290951	65	27290951	27290951	0
814	ZNRD1	chr6	+	30029016	30032686	3670	30032686	30032686	0
595	ZNRD1	chr6_mann_hap4	+	1327613	1331278	3665	1331278	1331278	0
1161	TMEM231	chr16	-	75572014	75590184	18170	75590184	75590184	0
213	BCL9	chr1	+	147013270	147098020	84750	147083635	147096760	13125
772	SPATA13	chr13	+	24553764	24609166	55402	24609166	24609166	0
2001	CENPU	chr4	-	185615218	185655286	40068	185655286	185655286	0
14	POLDIP3	chr22	-	42979726	43010968	31242	43010968	43010968	0
1059	HIF1A-AS1	chr14	-	62147758	62162541	14783	62162541	62162541	0
1345	DOCK9-AS2	chr13	+	99738976	99740879	1903	99740879	99740879	0
775	SNRPD3	chr22	+	24951617	24970932	19315	24970932	24970932	0
1277	TTLL13	chr15	+	90792763	90802320	9557	90802320	90802320	0
599	LOC101929034	chr5	-	1856083	1856682	599	1856682	1856682	0
997	FTO-IT1	chr16	+	54073304	54074285	981	54074285	54074285	0
1118	ANO1-AS2	chr11	-	69918539	69921454	2915	69921454	69921454	0
105	EVA1C	chr21	+	33784744	33887710	102966	33887710	33887710	0
107	PSMA6	chr14	+	35761522	35786685	25163	35786685	35786685	0
1100	PCDH9-AS4	chr13	+	67565017	67576132	11115	67576132	67576132	0
701	RERG-AS1	chr12	+	15304856	15308215	3359	15308215	15308215	0
763	MIR8054	chr11	-	23440650	23440736	86	23440736	23440736	0
2161	MIR6769B	chr1	+	206648145	206648207	62	206648207	206648207	0
634	MIR8055	chr8	-	6479644	6479741	97	6479741	6479741	0
801	MIR6862-1	chr16	-	28402302	28402372	70	28402372	28402372	0
804	MIR6862-1	chr16	+	28735572	28735642	70	28735642	28735642	0
622	MIR6865	chr17	-	4873380	4873445	65	4873445	4873445	0
176	SCML4	chr6	-	108023360	108145521	122161	108026403	108070999	44596
108	TMEM217	chr6	-	37179953	37225931	45978	37180741	37186806	6065
235	FAM120B	chr6	+	170615809	170716159	100350	170639625	170713678	74053
1696	MIR6849	chr8	-	145625670	145625739	69	145625739	145625739	0
1074	MIR6839	chr7	+	64139441	64139554	113	64139554	64139554	0
196	SLC25A14	chrX	+	129473861	129507335	33474	129507335	129507335	0
1254	TMEM161B-AS1	chr5	+	87688011	87732491	44480	87732491	87732491	0
666	ATG4D	chr19	+	10654569	10664099	9530	10664099	10664099	0
235	FASTKD1	chr2	-	170386261	170430431	44170	170430431	170430431	0
977	KLK8	chr19	-	51499263	51504958	5695	51504958	51504958	0
143	GFM2	chr5	-	74017028	74063196	46168	74063196	74063196	0
1019	RAX	chr18	-	56934266	56940625	6359	56936235	56940438	4203
10	ARHGAP6	chrX	-	11155662	11683821	528159	11156982	11682948	525966
117	DYM	chr18	-	46570171	46987079	416908	46570424	46956764	386340
1264	MRPL46	chr15	-	89002708	89010633	7925	89002843	89010608	7765
1738	LOC100652758	chr5	-	151149353	151151069	1716	151149934	151150267	333
893	MFSD2A	chr1	+	40420783	40435640	14857	40430997	40435240	4243
988	MUSTN1	chr3	-	52867130	52869235	2105	52867339	52868964	1625
1132	EIF4E3	chr3	-	71728439	71802775	74336	71733832	71748790	14958
102	NOL4L	chr20	-	31030861	31172875	142014	31035398	31172692	137294
1736	SETDB1	chr1	+	150898814	150917797	18983	150900190	150917638	17448
1726	ARSI	chr5	-	149675908	149682525	6617	149676776	149681936	5160
1673	LOC100507389	chr3	+	142645516	142661378	15862	142661378	142661378	0
1890	TNIK	chr3	-	171064722	171178197	113475	171178197	171178197	0
656	USP17L6P	chr4	+	9369599	9370796	1197	9370796	9370796	0
890	LOC344967	chr4	-	40044536	40058819	14283	40058819	40058819	0
115	PARVB	chr22	+	44464996	44565112	100116	44465041	44564558	99517
1732	MIR6878	chr1	+	150464820	150464886	66	150464886	150464886	0
1622	MIR6877	chr9	+	135927382	135927446	64	135927446	135927446	0
1394	MIR8071-1	chr14	+	106087452	106087517	65	106087517	106087517	0
1394	MIR8071-1	chr14	+	106106504	106106569	65	106106569	106106569	0
980	SNORA11D	chrX	-	51806442	51806569	127	51806569	51806569	0
981	SNORA11D	chrX	+	51933717	51933844	127	51933844	51933844	0
2006	UFSP2	chr4	-	186320693	186347139	26446	186347139	186347139	0
839	PHF1	chr6	+	33378772	33384230	5458	33384230	33384230	0
622	PHF1	chr6_ssto_hap7	+	4859020	4864476	5456	4864476	4864476	0
1526	ARL6IP4	chr12	+	123464606	123467460	2854	123465686	123467223	1537
938	PTTG1IP	chr21	-	46269499	46293818	24319	46271281	46293531	22250
140	TLE3	chr15	-	70340129	70389091	48962	70342435	70389018	46583
876	LETM2	chr8	+	38243958	38267042	23084	38245501	38265792	20291
1490	TNFAIP8	chr5	+	118668869	118730299	61430	118669259	118729076	59817
1270	LYSMD3	chr5	-	89811444	89825401	13957	89815113	89821106	5993
2266	LOC100996693	chr2	+	220361076	220363009	1933	220361076	220362911	1835
873	DCAF10	chr9	+	37800550	37867665	67115	37800624	37861505	60881
1431	MIR8073	chr13	+	110993304	110993376	72	110993376	110993376	0
1537	MIR6880	chr12	-	124821726	124821788	62	124821788	124821788	0
1079	MIR6879	chr11	+	64785976	64786042	66	64786042	64786042	0
1529	MIR8072	chr12	-	123849310	123849390	80	123849390	123849390	0
1454	MIR8075	chr13	+	113917233	113917313	80	113917313	113917313	0
1158	MIR6882	chr15	-	75132982	75133048	66	75133048	75133048	0
1154	MIR6881	chr15	-	74703697	74703773	76	74703773	74703773	0
979	MIR8074	chr19	-	51710184	51710265	81	51710265	51710265	0
646	MIR6883	chr17	-	8048311	8048389	78	8048389	8048389	0
911	MIR8077	chr19	+	42855282	42855357	75	42855357	42855357	0
1448	MIR8076	chr3	-	113150964	113151047	83	113151047	113151047	0
1442	KCND3-IT1	chr1	-	112396383	112399527	3144	112399527	112399527	0
1835	LOC101927835	chr5	-	163875427	163894408	18981	163894408	163894408	0
966	C8orf22	chr8	+	49966894	49988642	21748	49985389	49987732	2343
1664	SSBP1	chr7	+	141438406	141450288	11882	141438966	141450154	11188
621	RGL2	chr6_mcf_hap5	-	4733174	4740909	7735	4733622	4738291	4669
142	ARIH1	chr15	+	72766666	72878896	112230	72766980	72875633	108653
619	RGL2	chr6_qbl_hap6	-	4491673	4499405	7732	4492121	4496787	4666
1073	VEGFB	chr11	+	64002055	64006736	4681	64002305	64005849	3544
27	C3orf55	chr3	+	157261132	157296680	35548	157271046	157296073	25027
944	ATPAF1	chr1	-	47100710	47131550	30840	47101447	47131320	29873
151	FAM213A	chr10	+	82173574	82192753	19179	82180223	82191855	11632
164	CEP57	chr11	+	95523624	95565857	42233	95528705	95564420	35715
121	LIMA1	chr12	-	50569562	50595316	25754	50570846	50594625	23779
1532	FAM83A	chr8	+	124191286	124222319	31033	124195096	124221736	26640
665	APITD1-CORT	chr1	+	10490803	10512060	21257	10491346	10511652	20306
985	BTF3L4	chr1	+	52521856	52556388	34532	52525519	52552392	26873
1813	USF1	chr1	-	161009040	161015769	6729	161009709	161012004	2295
2368	C2orf82	chr2	+	233734993	233741107	6114	233735051	233741066	6015
1438	BCL2L11	chr2	+	111878490	111886423	7933	111881322	111886328	5006
76	CRACR2A	chr12	-	3757108	3862366	105258	3757637	3806165	48528
888	PLCG1-AS1	chr20	-	39726633	39766640	40007	39766640	39766640	0
585	LOC100506371	chr17	-	33614	37042	3428	37042	37042	0
20	KLHL32	chr6	+	97372495	97588630	216135	97588630	97588630	0
842	LINC01251	chr9	-	33732972	33738414	5442	33738414	33738414	0
645	FLJ22184	chr19	-	7933604	7939326	5722	7939326	7939326	0
704	HACL1	chr3	-	15602210	15643359	41149	15643359	15643359	0
1288	FAM133B	chr7	-	92190071	92219384	29313	92191595	92210911	19316
606	MIR6891	chr6_cox_hap2	-	2835689	2835782	93	2835782	2835782	0
596	MIR6891	chr6_dbb_hap3	+	1522953	1522994	41	1522994	1522994	0
823	MIR6891	chr6	-	31323000	31323093	93	31323093	31323093	0
1654	CLSTN2-AS1	chr3	-	140224459	140227631	3172	140227631	140227631	0
1718	IDS	chrX	-	148568661	148586884	18223	148586884	148586884	0
1698	CXorf51B	chrX	+	145891301	145891929	628	145891309	145891826	517
1698	CXorf51B	chrX	-	145895621	145896249	628	145895724	145896241	517
1548	MIR7150	chr9	-	126247807	126247901	94	126247901	126247901	0
699	MIR6511A2	chr16	+	15019793	15019860	67	15019860	15019860	0
